53467,189,5
53467,498,3
53467,514,5
53467,529,3
53467,592,5
53467,1,5
53466,112,3
53466,19,4
53466,80,5
53466,12,5
53468,2,3
53468,8,1
53468,48,4
53468,172,3
53468,498,3
53468,514,4
53468,529,2
53468,592,5
53469,48,1
53469,172,5
53469,498,5
53469,514,5
53469,529,3
53469,592,5
53468,13,5
53470,2,5
53470,8,3
53470,48,3
53470,66,5
53470,498,4
53471,8,5
53471,48,4
53471,66,5
53471,172,3
53471,189,5
53471,498,5
53471,514,5
53471,529,5
53471,592,2
53472,2,5
53472,8,3
53472,48,4
53472,172,4
53472,514,5
53472,592,5
53472,7068,5
53473,2,4
53473,8,1
53473,48,1
53473,66,2
53473,172,3
53473,189,4
53473,498,3
53473,514,3
53473,529,3
53473,592,5
53473,3131,5
53473,1,5
53474,2,5
53474,8,4
53474,48,4
53474,66,5
53474,172,3
53474,189,5
53474,498,5
53474,514,4
53474,529,5
53474,592,5
53474,3215,4
53474,98,5
53475,2,5
53475,8,5
53475,48,5
53475,66,5
53475,498,5
53476,2,3
53476,8,4
53476,48,4
53476,66,4
53476,172,4
53476,189,3
53476,498,5
53476,514,1
53476,529,2
53476,592,2
53476,134,4
53477,2,4
53477,8,3
53477,48,4
53477,189,3
53476,1,5
53477,514,4
53479,8,4
53479,48,5
53479,66,5
53480,2,1
53480,8,2
53480,48,3
53480,66,4
53480,172,5
53480,514,2
53480,529,1
53480,592,5
53481,8,5
53481,172,3
53481,189,3
53481,498,3
53481,514,5
53481,529,3
53481,592,5
53472,134,2
53472,1,5
53481,98,4
53481,87,3
53481,151,5
53482,48,5
53482,66,5
53482,514,5
53482,529,5
53482,592,5
53483,2,5
53483,8,3
53483,48,4
53483,172,4
53483,498,5
53484,2,5
53484,8,2
53484,48,5
53484,66,4
53484,172,2
53484,189,5
53484,498,3
53484,592,5
53485,2,5
53485,8,5
53485,48,5
53484,98,4
53484,87,2
53487,2,5
53485,66,5
53487,48,3
53485,172,5
53486,8,2
53487,514,5
53485,189,5
53487,529,5
53487,592,5
53485,498,5
53486,48,3
53485,514,5
53485,529,5
53485,592,5
53485,134,5
53485,1,5
53488,8,5
53488,48,4
53488,172,4
53488,498,3
53488,514,5
53488,529,3
53488,592,5
53427,708,4
53465,255,4
53489,48,5
53489,172,5
53489,498,5
53489,514,5
53489,529,4
53489,592,4
53489,80,5
53446,13,5
53459,28,3
53464,27,5
53464,21,5
53464,5,5
53490,2,5
53490,48,4
53490,66,4
53490,172,5
53490,189,1
53490,498,5
53490,514,4
53490,529,2
53490,592,5
53492,2,5
53492,8,5
53492,48,4
53492,66,3
53492,172,2
53492,189,4
53492,498,5
53492,514,4
53492,529,5
53492,592,4
53491,2,5
53491,8,4
53493,2,5
53491,66,5
53493,8,4
53491,172,5
53493,48,5
53493,66,5
53493,172,4
53493,189,5
53491,498,4
53493,498,5
53491,514,5
53493,514,5
53493,529,5
53493,592,5
53491,592,5
53494,8,3
53494,66,5
53494,172,5
53494,189,4
53494,498,3
53494,514,5
53494,529,5
53494,592,4
53494,134,4
53494,98,5
53495,2,5
53495,8,4
53495,48,4
53495,66,4
53495,172,5
53495,189,5
53495,498,3
53495,514,5
53495,529,4
53495,592,3
53495,134,4
53495,1,4
53496,2,5
53496,8,5
53496,48,4
53496,66,4
53496,172,4
53496,189,5
53496,498,5
53496,514,5
53496,529,4
53496,592,5
53497,8,5
53497,48,4
53497,172,3
53497,498,5
53497,514,1
53497,529,5
53497,592,4
53497,134,4
53496,134,4
53496,98,5
53497,98,4
53497,151,4
53498,2,3
53498,8,2
53498,48,4
53498,66,5
53498,172,4
53498,189,5
53498,498,3
53498,514,5
53498,592,5
53498,134,4
53498,98,3
53499,2,4
53499,8,3
53499,48,4
53499,66,4
53499,172,3
53499,189,5
53499,498,4
53499,514,4
53499,529,4
53499,592,2
53500,8,5
53500,48,5
53500,66,5
53500,172,5
53500,189,5
53500,498,5
53500,514,5
53500,529,5
53500,592,5
53499,769,5
53501,2,5
53501,189,5
53501,514,5
53501,529,5
53501,134,4
53502,2,5
53502,8,4
53502,48,4
53502,66,5
53502,172,5
53502,189,5
53502,498,4
53502,514,4
53502,529,5
53502,592,4
53502,134,5
53502,1,5
53502,5253,5
53502,98,5
53502,87,5
53505,2,5
53505,8,4
53505,48,5
53505,66,5
53505,172,4
53505,189,4
53505,498,4
53505,514,5
53505,529,2
53505,592,5
53505,6392,5
53505,6835,5
53505,98,5
53505,87,5
53505,151,5
53506,189,5
53506,498,5
53506,514,5
53506,529,5
53506,592,5
53505,85,3
53507,2,5
53507,8,4
53507,48,5
53507,66,4
53507,172,5
53507,189,4
53507,498,5
53507,514,5
53507,529,5
53507,592,5
53508,2,5
53508,66,4
53508,172,3
53508,189,4
53509,2,5
53508,514,5
53510,2,5
53509,66,4
53510,8,3
53509,172,2
53508,529,3
53510,48,5
53509,189,5
53508,592,3
53510,66,5
53509,498,5
53510,172,5
53510,189,5
53509,514,3
53510,498,5
53510,514,5
53510,529,5
53510,592,5
53509,5007,5
53511,2,4
53511,8,3
53511,48,5
53511,66,3
53511,172,4
53511,189,5
53511,498,3
53511,514,4
53511,529,3
53508,98,5
53511,592,4
53508,87,3
53511,134,3
53512,2,1
53512,8,2
53512,189,1
53513,2,5
53512,498,1
53513,8,4
53512,514,2
53513,48,4
53513,66,5
53513,172,4
53513,189,5
53513,498,5
53513,514,5
53513,529,3
53513,592,5
53514,2,5
53514,8,5
53514,48,5
53514,66,5
53514,172,5
53514,189,5
53514,498,5
53514,514,3
53514,529,4
53514,592,5
53514,98,5
53514,87,5
53515,2,3
53515,8,4
53515,48,2
53515,66,3
53515,172,2
53515,189,5
53515,498,4
53515,514,2
53515,529,4
53515,592,1
53516,8,5
53515,134,4
53516,48,5
53515,1,5
53516,498,3
53516,514,5
53516,529,4
53515,98,4
53515,87,4
53515,151,3
53515,112,3
53515,81,4
53515,85,3
53517,189,4
53517,498,5
53517,514,4
53517,529,3
53517,592,5
53518,2,4
53518,172,5
53518,189,3
53518,498,4
53518,529,4
53518,70,5
53519,8,4
53519,48,5
53519,172,2
53519,189,4
53519,498,4
53519,514,3
53519,529,4
53519,592,3
53519,134,3
53520,2,5
53520,8,4
53520,48,5
53520,66,3
53520,172,5
53520,189,3
53520,498,5
53520,514,3
53520,529,3
53520,592,4
53520,134,5
53520,1,4
53520,98,5
53521,8,5
53521,48,4
53521,66,5
53521,172,2
53521,189,4
53521,498,5
53521,514,5
53521,529,5
53521,592,5
53521,7859,5
53522,2,5
53522,8,3
53522,48,4
53522,66,4
53522,172,4
53522,189,4
53522,498,4
53522,514,5
53522,529,5
53522,592,5
53522,134,5
53523,8,4
53522,1,5
53523,189,5
53523,514,5
53523,529,4
53523,592,3
53524,2,5
53525,2,5
53525,8,5
53525,48,5
53525,66,5
53525,172,2
53525,514,5
53525,817,5
53525,98,5
53525,87,5
53526,2,2
53526,48,4
53526,66,3
53526,172,1
53526,189,4
53527,2,5
53527,8,4
53527,48,4
53527,66,5
53527,172,5
53527,189,5
53527,498,3
53527,514,4
53527,592,3
53528,8,5
53528,48,5
53528,66,5
53528,172,5
53528,189,5
53528,498,5
53528,514,5
53528,529,5
53528,592,5
53528,134,4
53528,1,5
53528,98,5
53527,98,4
53527,87,5
53529,2,4
53529,8,5
53529,48,4
53529,66,4
53529,172,3
53529,189,5
53529,498,4
53529,514,5
53529,529,4
53529,592,4
53529,98,2
53529,87,4
53531,2,5
53531,8,4
53531,66,5
53531,172,5
53531,189,5
53531,498,5
53531,514,5
53531,529,3
53531,592,5
53531,134,5
53532,2,5
53532,8,4
53532,48,5
53532,66,5
53532,172,5
53532,189,5
53532,498,4
53532,514,5
53532,529,4
53532,592,3
53532,72,5
53532,328,5
53533,2,5
53533,8,3
53533,48,4
53533,172,4
53533,189,3
53533,498,4
53533,514,5
53534,2,3
53534,8,5
53534,48,5
53534,66,5
53534,172,5
53534,189,3
53534,498,5
53534,514,5
53534,529,3
53534,592,5
53534,98,3
53534,87,5
53535,2,5
53535,8,4
53534,151,3
53535,48,4
53535,66,4
53535,172,3
53535,189,4
53535,498,3
53535,514,4
53535,529,3
53535,592,3
53536,2,1
53536,8,1
53536,66,1
53536,172,2
53536,189,3
53536,498,5
53536,514,5
53536,529,5
53536,592,4
53535,3054,5
53535,18,4
53537,2,5
53537,48,5
53537,172,5
53537,189,5
53537,498,5
53537,514,4
53537,529,5
53537,592,5
53537,8,5
53538,2,4
53537,66,5
53538,8,3
53538,48,3
53538,66,5
53538,172,5
53538,189,4
53538,498,5
53538,514,4
53538,529,5
53538,592,5
53537,3230,5
53537,9055,5
53540,2,5
53540,2,5
53540,48,5
53540,66,4
53540,66,4
53540,189,4
53540,498,4
53540,498,4
53540,529,3
53540,592,3
53538,134,4
53538,1,4
53538,98,4
53537,134,5
53537,87,5
53537,151,5
53538,87,4
53538,151,2
53542,2,5
53542,8,4
53542,48,4
53542,66,4
53542,172,5
53542,189,5
53542,498,4
53542,514,5
53542,529,4
53542,592,5
53543,2,5
53543,66,5
53543,98,1
53542,87,5
53542,151,4
53542,2982,5
53544,87,5
53544,151,5
53544,85,5
53544,112,5
53544,81,5
53545,8,1
53545,66,4
53545,189,5
53545,498,3
53545,514,2
53545,529,1
53545,592,4
53545,134,5
53545,98,5
53545,2,4
53546,2,3
53546,8,2
53546,48,5
53546,66,3
53546,172,2
53546,189,3
53546,498,2
53546,514,3
53546,529,4
53546,592,3
53546,134,3
53547,2,5
53547,8,5
53547,66,4
53547,172,5
53547,189,5
53547,498,5
53547,514,5
53547,529,5
53547,592,5
53547,48,5
53547,98,5
53547,87,4
53548,2,4
53548,8,5
53548,48,5
53548,66,3
53548,172,2
53548,189,1
53548,498,1
53548,514,1
53548,529,1
53548,592,3
53548,134,4
53548,87,5
53549,2,4
53549,8,3
53549,48,3
53549,66,5
53549,172,5
53549,189,3
53549,498,3
53549,514,4
53549,529,2
53549,592,4
53549,147,5
53550,2,5
53550,8,3
53550,48,5
53550,514,5
53550,529,4
53550,592,5
53550,134,5
53550,98,5
53427,54,5
53551,2,5
53551,8,4
53551,48,4
53551,66,5
53551,172,4
53551,189,5
53551,498,3
53551,514,2
53551,529,1
53551,592,5
53551,3149,5
53551,134,4
53551,1,3
53551,98,5
53552,2,5
53553,172,5
53553,529,4
53553,592,3
53554,2,5
53554,8,4
53554,48,5
53554,66,3
53554,172,5
53554,189,5
53554,498,5
53554,514,5
53554,529,4
53554,592,5
53555,2,3
53555,8,4
53555,48,5
53555,66,4
53555,172,5
53554,98,4
53555,498,3
53555,514,5
53555,529,4
53555,592,5
53554,87,4
53555,134,4
53555,98,3
53555,87,4
53556,2,5
53556,8,5
53556,48,5
53556,66,5
53556,172,5
53556,189,5
53556,498,5
53556,514,5
53556,529,5
53556,592,5
53556,98,5
53556,87,5
53556,151,5
53557,134,3
53557,87,4
53558,8,4
53558,48,4
53558,66,5
53558,172,3
53558,189,4
53558,498,4
53558,514,5
53558,529,4
53558,592,5
53558,134,3
53558,1,4
53559,2,5
53559,8,4
53559,48,4
53559,66,4
53559,172,5
53559,189,5
53559,498,4
53559,514,4
53559,529,3
53559,592,4
53560,2,5
53560,8,5
53560,48,5
53560,66,5
53560,498,5
53560,514,5
53560,529,5
53560,592,5
53561,2,5
53561,8,5
53561,48,5
53561,66,4
53561,172,5
53561,189,4
53561,498,5
53561,514,5
53561,529,5
53561,592,5
53561,134,4
53561,98,5
53561,1446,5
53562,2,4
53562,8,4
53562,48,5
53562,66,3
53562,172,2
53562,189,5
53562,498,2
53562,514,5
53562,529,4
53562,592,5
53562,98,4
53562,87,4
53563,2,4
53563,48,4
53563,514,4
53563,529,3
53563,592,3
53563,134,3
53563,1,4
53563,98,4
53564,2,4
53564,8,4
53564,48,3
53564,66,4
53564,172,2
53564,189,5
53564,498,5
53564,514,4
53564,529,4
53564,592,3
53564,87,3
53564,151,3
53565,2,5
53565,48,4
53565,172,5
53565,498,5
53565,514,5
53565,529,5
53565,592,5
53566,2,5
53566,48,5
53566,514,3
53566,10,5
53566,87,4
53566,151,4
53567,2,5
53567,8,4
53567,48,5
53567,66,3
53567,172,4
53567,189,4
53567,498,3
53567,514,5
53567,529,4
53567,592,5
53567,7,4
53567,134,5
53567,1,3
53567,98,4
53567,81,3
53568,2,5
53568,8,2
53568,48,3
53568,66,4
53568,172,4
53568,189,5
53568,498,5
53568,514,5
53568,529,4
53568,592,5
53568,1,5
53569,8,5
53569,48,4
53569,66,5
53569,172,3
53569,189,4
53569,498,3
53569,514,4
53569,529,5
53569,592,5
53569,98,4
53569,87,4
53570,134,5
53570,151,5
53570,85,5
53571,172,5
53571,189,4
53571,498,5
53571,514,5
53571,529,5
53571,592,4
53572,8,5
53573,2,1
53572,514,4
53573,8,4
53573,48,3
53573,66,5
53573,172,5
53573,189,3
53573,498,4
53573,514,4
53573,529,5
53573,592,5
53573,134,5
53573,98,3
53574,66,5
53574,172,3
53574,189,1
53574,498,3
53574,514,1
53574,529,2
53574,592,4
53574,134,3
53574,1,5
53574,98,4
53574,85,5
53574,48,5
53574,48,5
53575,2,5
53575,8,3
53575,48,4
53575,66,3
53575,172,4
53575,189,5
53575,498,4
53575,514,5
53575,529,4
53575,592,5
53427,66,3
53576,8,3
53576,172,5
